State Name,Date,Year,Month,Number of Deaths,Percent with drugs specified,Number of Drug Overdose Deaths
Iowa,8/1/2020,2020,August,32224,95,411
Iowa,9/1/2020,2020,September,32563,95,418
Iowa,10/1/2020,2020,October,33118,95,427
Iowa,11/1/2020,2020,November,34577,95,429
Iowa,12/1/2020,2020,December,35658,95,419
Iowa,1/1/2021,2021,January,36095,95,428
Iowa,2/1/2021,2021,February,35992,95,422
Iowa,3/1/2021,2021,March,35749,95,428
Iowa,4/1/2021,2021,April,35689,95,425
Iowa,5/1/2021,2021,May,35298,96,434
Iowa,6/1/2021,2021,June,35222,96,433
Iowa,7/1/2021,2021,July,35090,96,447
Iowa,8/1/2021,2021,August,34962,96,463
Iowa,9/1/2021,2021,September,35256,96,451
Iowa,10/1/2021,2021,October,35203,96,446
Iowa,11/1/2021,2021,November,34321,96,441
Iowa,12/1/2021,2021,December,33999,96,471
Iowa,1/1/2022,2022,January,34391,96,479
Iowa,2/1/2022,2022,February,34810,96,489
Iowa,3/1/2022,2022,March,35112,96,496
Iowa,4/1/2022,2022,April,35059,96,493
Iowa,5/1/2022,2022,May,35204,95,488
Iowa,6/1/2022,2022,June,35411,95,487
Iowa,7/1/2022,2022,July,35465,95,474
Iowa,8/1/2022,2022,August,35417,95,475
Iowa,9/1/2022,2022,September,35039,96,472
Iowa,10/1/2022,2022,October,34579,96,489
Iowa,11/1/2022,2022,November,34116,96,499
Iowa,12/1/2022,2022,December,33788,96,473
Iowa,1/1/2023,2023,January,33165,96,468
Iowa,2/1/2023,2023,February,32837,96,455
Iowa,3/1/2023,2023,March,32930,96,445
Iowa,4/1/2023,2023,April,33001,97,449
Iowa,5/1/2023,2023,May,32998,97,456
Iowa,6/1/2023,2023,June,32884,97,456
Iowa,7/1/2023,2023,July,32770,97,469
Iowa,8/1/2023,2023,August,32624,97,461
Iowa,9/1/2023,2023,September,32482,97,474
Iowa,10/1/2023,2023,October,32425,98,445
Iowa,11/1/2023,2023,November,32503,98,442
Iowa,12/1/2023,2023,December,32327,98,447
Kansas,1/1/2015,2015,January,25208,73,312
Kansas,2/1/2015,2015,February,25320,73,308
Kansas,3/1/2015,2015,March,25392,75,323
Kansas,4/1/2015,2015,April,25392,74,332
Kansas,5/1/2015,2015,May,25456,74,337
Kansas,6/1/2015,2015,June,25657,73,330
Kansas,7/1/2015,2015,July,25803,73,328
Kansas,8/1/2015,2015,August,25885,73,337
Kansas,9/1/2015,2015,September,25920,73,334
Kansas,10/1/2015,2015,October,26017,73,334
Kansas,11/1/2015,2015,November,25935,73,328
Kansas,12/1/2015,2015,December,25863,75,323
Kansas,1/1/2016,2016,January,25598,75,313
Kansas,2/1/2016,2016,February,25507,76,317
Kansas,3/1/2016,2016,March,25415,77,313
Kansas,4/1/2016,2016,April,25463,77,312
Kansas,5/1/2016,2016,May,25400,77,305
Kansas,6/1/2016,2016,June,25353,79,319
Kansas,7/1/2016,2016,July,25292,80,320
Kansas,8/1/2016,2016,August,25308,82,320
Kansas,9/1/2016,2016,September,25223,83,315
Kansas,10/1/2016,2016,October,25174,82,312
Kansas,11/1/2016,2016,November,25296,82,315
Kansas,12/1/2016,2016,December,25489,80,313
Kansas,1/1/2017,2017,January,25718,80,327
Kansas,2/1/2017,2017,February,25933,80,324
Kansas,3/1/2017,2017,March,26130,80,323
Kansas,4/1/2017,2017,April,26134,80,317
Kansas,5/1/2017,2017,May,26151,82,317
Kansas,6/1/2017,2017,June,26079,82,301
Kansas,7/1/2017,2017,July,26133,80,310
Kansas,8/1/2017,2017,August,26011,78,297
Kansas,9/1/2017,2017,September,26084,76,303
Kansas,10/1/2017,2017,October,26140,76,316
Kansas,11/1/2017,2017,November,26132,76,313
Kansas,12/1/2017,2017,December,26148,77,323
Kansas,1/1/2018,2018,January,26281,78,319
Kansas,2/1/2018,2018,February,26298,78,317
Kansas,3/1/2018,2018,March,26276,76,318
Kansas,4/1/2018,2018,April,26333,76,322
Kansas,5/1/2018,2018,May,26367,76,332
Kansas,6/1/2018,2018,June,26521,76,347
Kansas,7/1/2018,2018,July,26426,78,344
Kansas,8/1/2018,2018,August,26472,78,354
Kansas,9/1/2018,2018,September,26557,81,354
Kansas,10/1/2018,2018,October,26511,82,347
Kansas,11/1/2018,2018,November,26536,82,350
Kansas,12/1/2018,2018,December,26492,83,341
Kansas,1/1/2019,2019,January,26279,84,348
Kansas,2/1/2019,2019,February,26177,84,361
Kansas,3/1/2019,2019,March,26248,86,363
Kansas,4/1/2019,2019,April,26214,88,368
Kansas,5/1/2019,2019,May,26321,88,371
Kansas,6/1/2019,2019,June,26357,89,374
Kansas,7/1/2019,2019,July,26472,90,376
Kansas,8/1/2019,2019,August,26473,91,372
Kansas,9/1/2019,2019,September,26537,91,376
Kansas,10/1/2019,2019,October,26651,92,366
Kansas,11/1/2019,2019,November,26690,93,378
Kansas,12/1/2019,2019,December,26719,93,380
Kansas,1/1/2020,2020,January,26825,93,387
Kansas,2/1/2020,2020,February,26916,94,383
Kansas,3/1/2020,2020,March,26828,94,387
Kansas,4/1/2020,2020,April,26996,94,383
Kansas,5/1/2020,2020,May,27099,95,391
Kansas,6/1/2020,2020,June,27165,95,396
Kansas,7/1/2020,2020,July,27379,94,412
Kansas,8/1/2020,2020,August,27789,95,427
Kansas,9/1/2020,2020,September,28102,95,429
Kansas,10/1/2020,2020,October,28634,95,449
Kansas,11/1/2020,2020,November,29653,95,445
Kansas,12/1/2020,2020,December,31125,95,473
Kansas,1/1/2021,2021,January,31855,95,477
Kansas,2/1/2021,2021,February,32014,95,494
Kansas,3/1/2021,2021,March,31997,95,528
Kansas,4/1/2021,2021,April,31885,96,557
Kansas,5/1/2021,2021,May,31866,96,563
Kansas,6/1/2021,2021,June,31886,96,576
Kansas,7/1/2021,2021,July,31910,96,586
Kansas,8/1/2021,2021,August,32142,96,622
Kansas,9/1/2021,2021,September,32441,96,649
Kansas,10/1/2021,2021,October,32348,97,662
Kansas,11/1/2021,2021,November,31774,97,683
Kansas,12/1/2021,2021,December,31044,97,682
Kansas,1/1/2022,2022,January,31497,97,695
Kansas,2/1/2022,2022,February,31819,97,703
Kansas,3/1/2022,2022,March,32049,97,704
Kansas,4/1/2022,2022,April,32072,97,708
Kansas,5/1/2022,2022,May,32140,97,715
Kansas,6/1/2022,2022,June,32142,97,721
Kansas,7/1/2022,2022,July,32097,98,727
Kansas,8/1/2022,2022,August,31800,98,719
Kansas,9/1/2022,2022,September,31353,98,720
Kansas,10/1/2022,2022,October,31127,98,719
Kansas,11/1/2022,2022,November,30938,98,738
Kansas,12/1/2022,2022,December,30636,98,755
Kansas,1/1/2023,2023,January,29609,99,758
Kansas,2/1/2023,2023,February,29190,99,751
Kansas,3/1/2023,2023,March,29215,99,739
Kansas,4/1/2023,2023,April,29429,99,722
Kansas,5/1/2023,2023,May,29358,98,722
Kansas,6/1/2023,2023,June,29320,99,732
Kansas,7/1/2023,2023,July,29135,98,720
Kansas,8/1/2023,2023,August,28959,98,701
Kansas,9/1/2023,2023,September,28930,98,687
Kansas,10/1/2023,2023,October,28847,98,681
Kansas,11/1/2023,2023,November,28702,97,654
Kansas,12/1/2023,2023,December,28405,97,625
Kentucky,1/1/2015,2015,January,44911,78,1101
Kentucky,2/1/2015,2015,February,45331,79,1121
Kentucky,3/1/2015,2015,March,45453,79,1152
Kentucky,4/1/2015,2015,April,45635,80,1172
Kentucky,5/1/2015,2015,May,45852,81,1185
Kentucky,6/1/2015,2015,June,45839,81,1198
Kentucky,7/1/2015,2015,July,45917,81,1211
Kentucky,8/1/2015,2015,August,45990,80,1208
Kentucky,9/1/2015,2015,September,46169,80,1233
Kentucky,10/1/2015,2015,October,46372,80,1217
Kentucky,11/1/2015,2015,November,46396,79,1240
Kentucky,12/1/2015,2015,December,46195,79,1248
Kentucky,1/1/2016,2016,January,45819,79,1253
Kentucky,2/1/2016,2016,February,45854,78,1228
Kentucky,3/1/2016,2016,March,46039,78,1253
Kentucky,4/1/2016,2016,April,46307,78,1291
Kentucky,5/1/2016,2016,May,46269,78,1320
Kentucky,6/1/2016,2016,June,46456,77,1371
Kentucky,7/1/2016,2016,July,46593,77,1376
Kentucky,8/1/2016,2016,August,46769,79,1404
Kentucky,9/1/2016,2016,September,47052,79,1411
Kentucky,10/1/2016,2016,October,47070,80,1416
Kentucky,11/1/2016,2016,November,47283,81,1395
Kentucky,12/1/2016,2016,December,47606,82,1437
Kentucky,1/1/2017,2017,January,47839,82,1480
Kentucky,2/1/2017,2017,February,47924,82,1545
Kentucky,3/1/2017,2017,March,48020,83,1552
Kentucky,4/1/2017,2017,April,48046,84,1580
Kentucky,5/1/2017,2017,May,48136,84,1583
Kentucky,6/1/2017,2017,June,48254,85,1564
Kentucky,7/1/2017,2017,July,48228,86,1568
Kentucky,8/1/2017,2017,August,48144,86,1575
Kentucky,9/1/2017,2017,September,48012,87,1566
Kentucky,10/1/2017,2017,October,47967,88,1564
Kentucky,11/1/2017,2017,November,47845,88,1594
Kentucky,12/1/2017,2017,December,48014,89,1566
Kentucky,1/1/2018,2018,January,48412,90,1529
Kentucky,2/1/2018,2018,February,48344,91,1490
Kentucky,3/1/2018,2018,March,48248,91,1450
Kentucky,4/1/2018,2018,April,48184,91,1418
Kentucky,5/1/2018,2018,May,48182,92,1381
Kentucky,6/1/2018,2018,June,48070,93,1379
Kentucky,7/1/2018,2018,July,48079,93,1380
Kentucky,8/1/2018,2018,August,48186,93,1372
Kentucky,9/1/2018,2018,September,48273,92,1381
Kentucky,10/1/2018,2018,October,48485,92,1383
Kentucky,11/1/2018,2018,November,48679,92,1369
Kentucky,12/1/2018,2018,December,48342,92,1336
Kentucky,1/1/2019,2019,January,47820,92,1339
Kentucky,2/1/2019,2019,February,47829,92,1320
Kentucky,3/1/2019,2019,March,48050,92,1332
Kentucky,4/1/2019,2019,April,48164,92,1330
Kentucky,5/1/2019,2019,May,48270,92,1346
Kentucky,6/1/2019,2019,June,48475,92,1339
Kentucky,7/1/2019,2019,July,48553,92,1341
Kentucky,8/1/2019,2019,August,48560,92,1307
Kentucky,9/1/2019,2019,September,48657,93,1300
Kentucky,10/1/2019,2019,October,48603,94,1310
Kentucky,11/1/2019,2019,November,48589,94,1320
Kentucky,12/1/2019,2019,December,48821,94,1369
Kentucky,1/1/2020,2020,January,48992,95,1374
Kentucky,2/1/2020,2020,February,49116,94,1418
Kentucky,3/1/2020,2020,March,48996,94,1447
Kentucky,4/1/2020,2020,April,49200,94,1501
Kentucky,5/1/2020,2020,May,49636,95,1647
Kentucky,6/1/2020,2020,June,49861,94,1706
Kentucky,7/1/2020,2020,July,50393,95,1789
Kentucky,8/1/2020,2020,August,51078,94,1876
Kentucky,9/1/2020,2020,September,51632,94,1943
Kentucky,10/1/2020,2020,October,52551,94,1993
Kentucky,11/1/2020,2020,November,53865,94,2044
Kentucky,12/1/2020,2020,December,55709,94,2104
Kentucky,1/1/2021,2021,January,57034,94,2189
Kentucky,2/1/2021,2021,February,57555,94,2218
Kentucky,3/1/2021,2021,March,57882,94,2271
Kentucky,4/1/2021,2021,April,58079,94,2321
Kentucky,5/1/2021,2021,May,58088,93,2272
Kentucky,6/1/2021,2021,June,58358,93,2310
Kentucky,7/1/2021,2021,July,58394,93,2313
Kentucky,8/1/2021,2021,August,59091,94,2341
Kentucky,9/1/2021,2021,September,60808,94,2389
Kentucky,10/1/2021,2021,October,61329,93,2420
Kentucky,11/1/2021,2021,November,60956,93,2418
Kentucky,12/1/2021,2021,December,60379,93,2397
Kentucky,1/1/2022,2022,January,60775,93,2381
Kentucky,2/1/2022,2022,February,61409,93,2386
Kentucky,3/1/2022,2022,March,61564,93,2365
Kentucky,4/1/2022,2022,April,61454,93,2315
Kentucky,5/1/2022,2022,May,61315,94,2298
Kentucky,6/1/2022,2022,June,61286,94,2301
Kentucky,7/1/2022,2022,July,61306,94,2314
Kentucky,8/1/2022,2022,August,60542,94,2309
Kentucky,9/1/2022,2022,September,58659,94,2254
Kentucky,10/1/2022,2022,October,57808,94,2265
Kentucky,11/1/2022,2022,November,57662,94,2308
Kentucky,12/1/2022,2022,December,57183,94,2309
Kentucky,1/1/2023,2023,January,55912,94,2304
Kentucky,2/1/2023,2023,February,55049,95,2307
Kentucky,3/1/2023,2023,March,54878,95,2322
Kentucky,4/1/2023,2023,April,54791,95,2341
Kentucky,5/1/2023,2023,May,54772,95,2355
Kentucky,6/1/2023,2023,June,54538,94,2319
Kentucky,7/1/2023,2023,July,54309,94,2277
Kentucky,8/1/2023,2023,August,53996,94,2260
Kentucky,9/1/2023,2023,September,53869,94,2260
Kentucky,10/1/2023,2023,October,53704,94,2202
Kentucky,11/1/2023,2023,November,53277,95,2144
Kentucky,12/1/2023,2023,December,53086,95,2125
Louisiana,1/1/2015,2015,January,44100,46,782
Louisiana,2/1/2015,2015,February,44150,47,785
Louisiana,3/1/2015,2015,March,44301,46,784
Louisiana,4/1/2015,2015,April,44230,47,796
Louisiana,5/1/2015,2015,May,44154,47,803
Louisiana,6/1/2015,2015,June,44191,46,802
Louisiana,7/1/2015,2015,July,44204,46,825
Louisiana,8/1/2015,2015,August,44240,46,823
Louisiana,9/1/2015,2015,September,44371,46,838
Louisiana,10/1/2015,2015,October,44348,47,834
Louisiana,11/1/2015,2015,November,44169,46,853
Louisiana,12/1/2015,2015,December,43914,46,875
Louisiana,1/1/2016,2016,January,43495,46,890
Louisiana,2/1/2016,2016,February,43428,46,901
Louisiana,3/1/2016,2016,March,43445,47,894
Louisiana,4/1/2016,2016,April,43610,48,893
Louisiana,5/1/2016,2016,May,43743,48,899
Louisiana,6/1/2016,2016,June,43768,49,941
Louisiana,7/1/2016,2016,July,43742,50,962
Louisiana,8/1/2016,2016,August,43939,51,979
Louisiana,9/1/2016,2016,September,44033,51,997
Louisiana,10/1/2016,2016,October,44225,51,1021
Louisiana,11/1/2016,2016,November,44340,52,1012
Louisiana,12/1/2016,2016,December,44411,51,1004
Louisiana,1/1/2017,2017,January,44579,53,1015
Louisiana,2/1/2017,2017,February,44597,54,1010
Louisiana,3/1/2017,2017,March,44769,52,1020
Louisiana,4/1/2017,2017,April,44836,53,1036
Louisiana,5/1/2017,2017,May,44913,52,1030
Louisiana,6/1/2017,2017,June,44976,54,1016
Louisiana,7/1/2017,2017,July,44995,54,1007
Louisiana,8/1/2017,2017,August,45031,53,1020
Louisiana,9/1/2017,2017,September,45019,53,1014
Louisiana,10/1/2017,2017,October,45068,53,1015
Louisiana,11/1/2017,2017,November,45331,52,1059
Louisiana,12/1/2017,2017,December,45953,53,1102
Louisiana,1/1/2018,2018,January,46781,53,1113
Louisiana,2/1/2018,2018,February,46894,52,1136
Louisiana,3/1/2018,2018,March,46599,53,1167
Louisiana,4/1/2018,2018,April,46537,53,1174
Louisiana,5/1/2018,2018,May,46619,53,1203
Louisiana,6/1/2018,2018,June,46680,51,1212
Louisiana,7/1/2018,2018,July,46715,51,1210
Louisiana,8/1/2018,2018,August,46724,52,1202
Louisiana,9/1/2018,2018,September,46735,52,1210
Louisiana,10/1/2018,2018,October,46567,51,1212
Louisiana,11/1/2018,2018,November,46500,52,1193
Louisiana,12/1/2018,2018,December,46187,52,1167
Louisiana,1/1/2019,2019,January,45463,52,1162
Louisiana,2/1/2019,2019,February,45446,52,1156
Louisiana,3/1/2019,2019,March,45754,53,1128
Louisiana,4/1/2019,2019,April,45738,53,1125
Louisiana,5/1/2019,2019,May,45636,54,1126
Louisiana,6/1/2019,2019,June,45744,55,1115
Louisiana,7/1/2019,2019,July,45743,56,1122
Louisiana,8/1/2019,2019,August,45793,56,1161
Louisiana,9/1/2019,2019,September,45785,57,1185
Louisiana,10/1/2019,2019,October,45952,58,1244
Louisiana,11/1/2019,2019,November,46089,59,1278
Louisiana,12/1/2019,2019,December,46105,60,1304
Louisiana,1/1/2020,2020,January,46213,61,1330
Louisiana,2/1/2020,2020,February,46467,62,1341
Louisiana,3/1/2020,2020,March,47133,62,1388
Louisiana,4/1/2020,2020,April,49191,63,1463
Louisiana,5/1/2020,2020,May,50221,63,1562
Louisiana,6/1/2020,2020,June,50789,62,1641
Louisiana,7/1/2020,2020,July,52124,63,1722
Louisiana,8/1/2020,2020,August,53543,63,1772
Louisiana,9/1/2020,2020,September,54385,63,1823
Louisiana,10/1/2020,2020,October,55006,64,1830
Louisiana,11/1/2020,2020,November,55598,63,1850
Louisiana,12/1/2020,2020,December,56828,63,1929
Louisiana,1/1/2021,2021,January,58533,63,2022
Louisiana,2/1/2021,2021,February,59154,63,2097
Louisiana,3/1/2021,2021,March,58968,64,2174
Louisiana,4/1/2021,2021,April,57421,64,2225
Louisiana,5/1/2021,2021,May,56869,63,2230
Louisiana,6/1/2021,2021,June,56836,64,2258
Louisiana,7/1/2021,2021,July,56511,65,2330
Louisiana,8/1/2021,2021,August,57495,65,2368
Louisiana,9/1/2021,2021,September,58509,65,2435
Louisiana,10/1/2021,2021,October,58660,65,2471
Louisiana,11/1/2021,2021,November,58467,65,2513
Louisiana,12/1/2021,2021,December,57499,65,2512
Louisiana,1/1/2022,2022,January,57244,65,2527
Louisiana,2/1/2022,2022,February,57445,65,2546
Louisiana,3/1/2022,2022,March,57290,65,2561
Louisiana,4/1/2022,2022,April,57027,66,2551
Louisiana,5/1/2022,2022,May,56944,67,2551
Louisiana,6/1/2022,2022,June,56665,67,2566
Louisiana,7/1/2022,2022,July,56283,67,2519
Louisiana,8/1/2022,2022,August,54342,68,2493
Louisiana,9/1/2022,2022,September,52868,68,2453
Louisiana,10/1/2022,2022,October,52431,69,2451
Louisiana,11/1/2022,2022,November,52388,69,2427
Louisiana,12/1/2022,2022,December,52527,70,2433
Louisiana,1/1/2023,2023,January,51414,70,2388
Louisiana,2/1/2023,2023,February,50664,70,2366
Louisiana,3/1/2023,2023,March,50481,70,2334
Louisiana,4/1/2023,2023,April,50462,69,2317
Louisiana,5/1/2023,2023,May,50390,69,2307
Louisiana,6/1/2023,2023,June,50284,68,2302
Louisiana,7/1/2023,2023,July,49897,68,2305
Louisiana,8/1/2023,2023,August,49756,67,2331
Louisiana,9/1/2023,2023,September,49769,67,2328
Louisiana,10/1/2023,2023,October,49728,67,2293
Louisiana,11/1/2023,2023,November,49478,67,2276
Louisiana,12/1/2023,2023,December,49469,66,2246
Maine,1/1/2015,2015,January,13627,99,213
Maine,2/1/2015,2015,February,13845,100,218
Maine,3/1/2015,2015,March,13901,100,230
Maine,4/1/2015,2015,April,13993,99,243
Maine,5/1/2015,2015,May,14023,99,239
Maine,6/1/2015,2015,June,14016,99,238
Maine,7/1/2015,2015,July,14052,99,253
Maine,8/1/2015,2015,August,14179,99,245
Maine,9/1/2015,2015,September,14296,99,258
Maine,10/1/2015,2015,October,14368,99,265
Maine,11/1/2015,2015,November,14367,99,271
Maine,12/1/2015,2015,December,14324,99,267
Maine,1/1/2016,2016,January,14129,99,270
Maine,2/1/2016,2016,February,13952,99,271
Maine,3/1/2016,2016,March,13897,99,279
Maine,4/1/2016,2016,April,13868,99,290
Maine,5/1/2016,2016,May,13964,99,303
Maine,6/1/2016,2016,June,14059,99,327
Maine,7/1/2016,2016,July,14044,99,334
Maine,8/1/2016,2016,August,14005,99,345
Maine,9/1/2016,2016,September,13937,99,342
Maine,10/1/2016,2016,October,13923,99,337
Maine,11/1/2016,2016,November,13983,99,341
Maine,12/1/2016,2016,December,14069,99,357
Maine,1/1/2017,2017,January,14136,99,368
Maine,2/1/2017,2017,February,14224,99,366
Maine,3/1/2017,2017,March,14326,98,368
Maine,4/1/2017,2017,April,14445,98,375
Maine,5/1/2017,2017,May,14342,98,369
Maine,6/1/2017,2017,June,14362,98,356
Maine,7/1/2017,2017,July,14325,98,355
Maine,8/1/2017,2017,August,14391,98,362
Maine,9/1/2017,2017,September,14479,98,376
Maine,10/1/2017,2017,October,14467,98,394
Maine,11/1/2017,2017,November,14491,99,396
Maine,12/1/2017,2017,December,14513,99,409
Maine,1/1/2018,2018,January,14604,99,408
Maine,2/1/2018,2018,February,14640,99,411
Maine,3/1/2018,2018,March,14551,99,410
Maine,4/1/2018,2018,April,14507,99,404
Maine,5/1/2018,2018,May,14473,100,402
Maine,6/1/2018,2018,June,14440,100,404
Maine,7/1/2018,2018,July,14488,100,404
Maine,8/1/2018,2018,August,14471,100,402
Maine,9/1/2018,2018,September,14465,100,385
Maine,10/1/2018,2018,October,14531,100,370
Maine,11/1/2018,2018,November,14555,99,367
Maine,12/1/2018,2018,December,14548,99,338
Maine,1/1/2019,2019,January,14551,99,324
Maine,2/1/2019,2019,February,14540,100,330
Maine,3/1/2019,2019,March,14683,100,318
Maine,4/1/2019,2019,April,14709,100,310
Maine,5/1/2019,2019,May,14760,100,319
Maine,6/1/2019,2019,June,14809,100,328
Maine,7/1/2019,2019,July,14854,100,322
Maine,8/1/2019,2019,August,14893,100,330
Maine,9/1/2019,2019,September,14895,100,334
Maine,10/1/2019,2019,October,14903,100,358
Maine,11/1/2019,2019,November,14889,100,356
Maine,12/1/2019,2019,December,14877,100,362
Maine,1/1/2020,2020,January,14902,100,390
Maine,2/1/2020,2020,February,14990,100,401
Maine,3/1/2020,2020,March,14903,100,420
Maine,4/1/2020,2020,April,14902,100,425
Maine,5/1/2020,2020,May,14958,100,437
Maine,6/1/2020,2020,June,14968,100,444
Maine,7/1/2020,2020,July,15035,100,456
Maine,8/1/2020,2020,August,15096,100,454
Maine,9/1/2020,2020,September,15216,100,462
Maine,10/1/2020,2020,October,15196,100,449
Maine,11/1/2020,2020,November,15370,100,467
Maine,12/1/2020,2020,December,15620,100,490
Maine,1/1/2021,2021,January,15805,100,502
Maine,2/1/2021,2021,February,15737,100,503
Maine,3/1/2021,2021,March,15696,100,518
Maine,4/1/2021,2021,April,15716,100,528
Maine,5/1/2021,2021,May,15841,100,532
Maine,6/1/2021,2021,June,15981,100,538
Maine,7/1/2021,2021,July,16046,100,538
Maine,8/1/2021,2021,August,16121,100,549
Maine,9/1/2021,2021,September,16254,100,569
Maine,10/1/2021,2021,October,16593,100,599
Maine,11/1/2021,2021,November,16847,100,615
Maine,12/1/2021,2021,December,17129,100,620
Maine,1/1/2022,2022,January,17328,100,607
Maine,2/1/2022,2022,February,17511,100,614
Maine,3/1/2022,2022,March,17657,100,621
Maine,4/1/2022,2022,April,17683,100,634
Maine,5/1/2022,2022,May,17681,100,633
Maine,6/1/2022,2022,June,17755,100,645
Maine,7/1/2022,2022,July,17739,100,669
Maine,8/1/2022,2022,August,17726,100,684
Maine,9/1/2022,2022,September,17714,100,681
Maine,10/1/2022,2022,October,17623,100,679
Maine,11/1/2022,2022,November,17366,100,683
Maine,12/1/2022,2022,December,17145,100,706
Maine,1/1/2023,2023,January,16966,100,718
Maine,2/1/2023,2023,February,16919,100,718
Maine,3/1/2023,2023,March,16922,100,693
Maine,4/1/2023,2023,April,16961,100,697
Maine,5/1/2023,2023,May,16942,100,697
Maine,6/1/2023,2023,June,16839,100,689
Maine,7/1/2023,2023,July,16847,100,672
Maine,8/1/2023,2023,August,16881,100,648
Maine,9/1/2023,2023,September,16764,100,647
Maine,10/1/2023,2023,October,16684,100,637
Maine,11/1/2023,2023,November,16685,100,621
Maine,12/1/2023,2023,December,16626,100,592
Maryland,1/1/2015,2015,January,46592,99,1078
Maryland,2/1/2015,2015,February,46765,99,1115
Maryland,3/1/2015,2015,March,46818,99,1129
Maryland,4/1/2015,2015,April,46928,99,1125
Maryland,5/1/2015,2015,May,47095,99,1137
Maryland,6/1/2015,2015,June,47301,99,1137
Maryland,7/1/2015,2015,July,47386,99,1146
Maryland,8/1/2015,2015,August,47457,98,1169
Maryland,9/1/2015,2015,September,47485,98,1212
Maryland,10/1/2015,2015,October,47630,98,1251
Maryland,11/1/2015,2015,November,47583,98,1282
Maryland,12/1/2015,2015,December,47162,98,1320
Maryland,1/1/2016,2016,January,46615,99,1303
Maryland,2/1/2016,2016,February,46686,99,1336
Maryland,3/1/2016,2016,March,46689,99,1381
Maryland,4/1/2016,2016,April,46898,99,1479
Maryland,5/1/2016,2016,May,47054,99,1580
Maryland,6/1/2016,2016,June,47120,99,1683
Maryland,7/1/2016,2016,July,47315,99,1758
