geo_lvl_uuid,name,fips,state,state_fips,county,county_fips,lookup,fips_uuid
1,National,0,,0,,0,National,fips-00-00
2,Alabama,1,Alabama,1,,0,Alabama,fips-01-00
3,Autauga,1,Alabama,1,Autauga,1,AlabamaAutauga,fips-01-001
3,Baldwin,3,Alabama,1,Baldwin,3,AlabamaBaldwin,fips-01-003
3,Barbour,5,Alabama,1,Barbour,5,AlabamaBarbour,fips-01-005
3,Bibb,7,Alabama,1,Bibb,7,AlabamaBibb,fips-01-007
3,Blount,9,Alabama,1,Blount,9,AlabamaBlount,fips-01-009
3,Bullock,11,Alabama,1,Bullock,11,AlabamaBullock,fips-01-011
3,Butler,13,Alabama,1,Butler,13,AlabamaButler,fips-01-013
3,Calhoun,15,Alabama,1,Calhoun,15,AlabamaCalhoun,fips-01-015
3,Chambers,17,Alabama,1,Chambers,17,AlabamaChambers,fips-01-017
3,Cherokee,19,Alabama,1,Cherokee,19,AlabamaCherokee,fips-01-019
3,Chilton,21,Alabama,1,Chilton,21,AlabamaChilton,fips-01-021
3,Choctaw,23,Alabama,1,Choctaw,23,AlabamaChoctaw,fips-01-023
3,Clarke,25,Alabama,1,Clarke,25,AlabamaClarke,fips-01-025
3,Clay,27,Alabama,1,Clay,27,AlabamaClay,fips-01-027
3,Cleburne,29,Alabama,1,Cleburne,29,AlabamaCleburne,fips-01-029
3,Coffee,31,Alabama,1,Coffee,31,AlabamaCoffee,fips-01-031
3,Colbert,33,Alabama,1,Colbert,33,AlabamaColbert,fips-01-033
3,Conecuh,35,Alabama,1,Conecuh,35,AlabamaConecuh,fips-01-035
3,Coosa,37,Alabama,1,Coosa,37,AlabamaCoosa,fips-01-037
3,Covington,39,Alabama,1,Covington,39,AlabamaCovington,fips-01-039
3,Crenshaw,41,Alabama,1,Crenshaw,41,AlabamaCrenshaw,fips-01-041
3,Cullman,43,Alabama,1,Cullman,43,AlabamaCullman,fips-01-043
3,Dale,45,Alabama,1,Dale,45,AlabamaDale,fips-01-045
3,Dallas,47,Alabama,1,Dallas,47,AlabamaDallas,fips-01-047
3,De Kalb,49,Alabama,1,De Kalb,49,AlabamaDe Kalb,fips-01-049
3,Elmore,51,Alabama,1,Elmore,51,AlabamaElmore,fips-01-051
3,Escambia,53,Alabama,1,Escambia,53,AlabamaEscambia,fips-01-053
3,Etowah,55,Alabama,1,Etowah,55,AlabamaEtowah,fips-01-055
3,Fayette,57,Alabama,1,Fayette,57,AlabamaFayette,fips-01-057
3,Franklin,59,Alabama,1,Franklin,59,AlabamaFranklin,fips-01-059
3,Geneva,61,Alabama,1,Geneva,61,AlabamaGeneva,fips-01-061
3,Greene,63,Alabama,1,Greene,63,AlabamaGreene,fips-01-063
3,Hale,65,Alabama,1,Hale,65,AlabamaHale,fips-01-065
3,Henry,67,Alabama,1,Henry,67,AlabamaHenry,fips-01-067
3,Houston,69,Alabama,1,Houston,69,AlabamaHouston,fips-01-069
3,Jackson,71,Alabama,1,Jackson,71,AlabamaJackson,fips-01-071
3,Jefferson,73,Alabama,1,Jefferson,73,AlabamaJefferson,fips-01-073
3,Lamar,75,Alabama,1,Lamar,75,AlabamaLamar,fips-01-075
3,Lauderdale,77,Alabama,1,Lauderdale,77,AlabamaLauderdale,fips-01-077
3,Lawrence,79,Alabama,1,Lawrence,79,AlabamaLawrence,fips-01-079
3,Lee,81,Alabama,1,Lee,81,AlabamaLee,fips-01-081
3,Limestone,83,Alabama,1,Limestone,83,AlabamaLimestone,fips-01-083
3,Lowndes,85,Alabama,1,Lowndes,85,AlabamaLowndes,fips-01-085
3,Macon,87,Alabama,1,Macon,87,AlabamaMacon,fips-01-087
3,Madison,89,Alabama,1,Madison,89,AlabamaMadison,fips-01-089
3,Marengo,91,Alabama,1,Marengo,91,AlabamaMarengo,fips-01-091
3,Marion,93,Alabama,1,Marion,93,AlabamaMarion,fips-01-093
3,Marshall,95,Alabama,1,Marshall,95,AlabamaMarshall,fips-01-095
3,Mobile,97,Alabama,1,Mobile,97,AlabamaMobile,fips-01-097
3,Monroe,99,Alabama,1,Monroe,99,AlabamaMonroe,fips-01-099
3,Montgomery,101,Alabama,1,Montgomery,101,AlabamaMontgomery,fips-01-101
3,Morgan,103,Alabama,1,Morgan,103,AlabamaMorgan,fips-01-103
3,Perry,105,Alabama,1,Perry,105,AlabamaPerry,fips-01-105
3,Pickens,107,Alabama,1,Pickens,107,AlabamaPickens,fips-01-107
3,Pike,109,Alabama,1,Pike,109,AlabamaPike,fips-01-109
3,Randolph,111,Alabama,1,Randolph,111,AlabamaRandolph,fips-01-111
3,Russell,113,Alabama,1,Russell,113,AlabamaRussell,fips-01-113
3,St. Clair,115,Alabama,1,St. Clair,115,AlabamaSt. Clair,fips-01-115
3,Shelby,117,Alabama,1,Shelby,117,AlabamaShelby,fips-01-117
3,Sumter,119,Alabama,1,Sumter,119,AlabamaSumter,fips-01-119
3,Talladega,121,Alabama,1,Talladega,121,AlabamaTalladega,fips-01-121
3,Tallapoosa,123,Alabama,1,Tallapoosa,123,AlabamaTallapoosa,fips-01-123
3,Tuscaloosa,125,Alabama,1,Tuscaloosa,125,AlabamaTuscaloosa,fips-01-125
3,Walker,127,Alabama,1,Walker,127,AlabamaWalker,fips-01-127
3,Washington,129,Alabama,1,Washington,129,AlabamaWashington,fips-01-129
3,Wilcox,131,Alabama,1,Wilcox,131,AlabamaWilcox,fips-01-131
3,Winston,133,Alabama,1,Winston,133,AlabamaWinston,fips-01-133
2,Alaska,2,Alaska,2,,0,Alaska,fips-02-00
3,Aleutians East,13,Alaska,2,Aleutians East,13,AlaskaAleutians East,fips-02-013
3,Aleutians West,16,Alaska,2,Aleutians West,16,AlaskaAleutians West,fips-02-016
3,Anchorage,20,Alaska,2,Anchorage,20,AlaskaAnchorage,fips-02-020
3,Bethel,50,Alaska,2,Bethel,50,AlaskaBethel,fips-02-050
3,Bristol Bay,60,Alaska,2,Bristol Bay,60,AlaskaBristol Bay,fips-02-060
3,Denali,68,Alaska,2,Denali,68,AlaskaDenali,fips-02-068
3,Dillingham,70,Alaska,2,Dillingham,70,AlaskaDillingham,fips-02-070
3,Fairbanks North Star,90,Alaska,2,Fairbanks North Star,90,AlaskaFairbanks North Star,fips-02-090
3,Haines,100,Alaska,2,Haines,100,AlaskaHaines,fips-02-100
3,Hoonah-Angoon,105,Alaska,2,Hoonah-Angoon,105,AlaskaHoonah-Angoon,fips-02-105
3,Juneau,110,Alaska,2,Juneau,110,AlaskaJuneau,fips-02-110
3,Kenai Peninsula,122,Alaska,2,Kenai Peninsula,122,AlaskaKenai Peninsula,fips-02-122
3,Ketchikan Gateway,130,Alaska,2,Ketchikan Gateway,130,AlaskaKetchikan Gateway,fips-02-130
3,Kodiak Island,150,Alaska,2,Kodiak Island,150,AlaskaKodiak Island,fips-02-150
3,Kusilvak,158,Alaska,2,Kusilvak,158,AlaskaKusilvak,fips-02-158
3,Lake and Peninsula,164,Alaska,2,Lake and Peninsula,164,AlaskaLake and Peninsula,fips-02-164
3,Matanuska Susitna,170,Alaska,2,Matanuska Susitna,170,AlaskaMatanuska Susitna,fips-02-170
3,Nome,180,Alaska,2,Nome,180,AlaskaNome,fips-02-180
3,North Slope,185,Alaska,2,North Slope,185,AlaskaNorth Slope,fips-02-185
3,Northwest Arctic,188,Alaska,2,Northwest Arctic,188,AlaskaNorthwest Arctic,fips-02-188
3,Petersburg,195,Alaska,2,Petersburg,195,AlaskaPetersburg,fips-02-195
3,Prince of Wales-Hyder,198,Alaska,2,Prince of Wales-Hyder,198,AlaskaPrince of Wales-Hyder,fips-02-198
3,Prince Wales Ketchikan,201,Alaska,2,Prince Wales Ketchikan,201,AlaskaPrince Wales Ketchikan,fips-02-201
3,Sitka,220,Alaska,2,Sitka,220,AlaskaSitka,fips-02-220
3,Skagway,230,Alaska,2,Skagway,230,AlaskaSkagway,fips-02-230
3,Skagway Hoonah Angoon,232,Alaska,2,Skagway Hoonah Angoon,232,AlaskaSkagway Hoonah Angoon,fips-02-232
3,Southeast Fairbanks,240,Alaska,2,Southeast Fairbanks,240,AlaskaSoutheast Fairbanks,fips-02-240
3,Valdez Cordova,261,Alaska,2,Valdez Cordova,261,AlaskaValdez Cordova,fips-02-261
3,Wade Hampton,270,Alaska,2,Wade Hampton,270,AlaskaWade Hampton,fips-02-270
3,Wrangell,275,Alaska,2,Wrangell,275,AlaskaWrangell,fips-02-275
3,Wrangell Petersburg,280,Alaska,2,Wrangell Petersburg,280,AlaskaWrangell Petersburg,fips-02-280
3,Yakutat,282,Alaska,2,Yakutat,282,AlaskaYakutat,fips-02-282
3,Yukon Koyukuk,290,Alaska,2,Yukon Koyukuk,290,AlaskaYukon Koyukuk,fips-02-290
2,Arizona,4,Arizona,4,,0,Arizona,fips-04-00
3,Apache,1,Arizona,4,Apache,1,ArizonaApache,fips-04-001
3,Cochise,3,Arizona,4,Cochise,3,ArizonaCochise,fips-04-003
3,Coconino,5,Arizona,4,Coconino,5,ArizonaCoconino,fips-04-005
3,Gila,7,Arizona,4,Gila,7,ArizonaGila,fips-04-007
3,Graham,9,Arizona,4,Graham,9,ArizonaGraham,fips-04-009
3,Greenlee,11,Arizona,4,Greenlee,11,ArizonaGreenlee,fips-04-011
3,La Paz,12,Arizona,4,La Paz,12,ArizonaLa Paz,fips-04-012
3,Maricopa,13,Arizona,4,Maricopa,13,ArizonaMaricopa,fips-04-013
3,Mohave,15,Arizona,4,Mohave,15,ArizonaMohave,fips-04-015
3,Navajo,17,Arizona,4,Navajo,17,ArizonaNavajo,fips-04-017
3,Pima,19,Arizona,4,Pima,19,ArizonaPima,fips-04-019
3,Pinal,21,Arizona,4,Pinal,21,ArizonaPinal,fips-04-021
3,Santa Cruz,23,Arizona,4,Santa Cruz,23,ArizonaSanta Cruz,fips-04-023
3,Yavapai,25,Arizona,4,Yavapai,25,ArizonaYavapai,fips-04-025
3,Yuma,27,Arizona,4,Yuma,27,ArizonaYuma,fips-04-027
2,Arkansas,5,Arkansas,5,,0,Arkansas,fips-05-00
3,Arkansas,1,Arkansas,5,Arkansas,1,ArkansasArkansas,fips-05-001
3,Ashley,3,Arkansas,5,Ashley,3,ArkansasAshley,fips-05-003
3,Baxter,5,Arkansas,5,Baxter,5,ArkansasBaxter,fips-05-005
3,Benton,7,Arkansas,5,Benton,7,ArkansasBenton,fips-05-007
3,Boone,9,Arkansas,5,Boone,9,ArkansasBoone,fips-05-009
3,Bradley,11,Arkansas,5,Bradley,11,ArkansasBradley,fips-05-011
3,Calhoun,13,Arkansas,5,Calhoun,13,ArkansasCalhoun,fips-05-013
3,Carroll,15,Arkansas,5,Carroll,15,ArkansasCarroll,fips-05-015
3,Chicot,17,Arkansas,5,Chicot,17,ArkansasChicot,fips-05-017
3,Clark,19,Arkansas,5,Clark,19,ArkansasClark,fips-05-019
3,Clay,21,Arkansas,5,Clay,21,ArkansasClay,fips-05-021
3,Cleburne,23,Arkansas,5,Cleburne,23,ArkansasCleburne,fips-05-023
3,Cleveland,25,Arkansas,5,Cleveland,25,ArkansasCleveland,fips-05-025
3,Columbia,27,Arkansas,5,Columbia,27,ArkansasColumbia,fips-05-027
3,Conway,29,Arkansas,5,Conway,29,ArkansasConway,fips-05-029
3,Craighead,31,Arkansas,5,Craighead,31,ArkansasCraighead,fips-05-031
3,Crawford,33,Arkansas,5,Crawford,33,ArkansasCrawford,fips-05-033
3,Crittenden,35,Arkansas,5,Crittenden,35,ArkansasCrittenden,fips-05-035
3,Cross,37,Arkansas,5,Cross,37,ArkansasCross,fips-05-037
3,Dallas,39,Arkansas,5,Dallas,39,ArkansasDallas,fips-05-039
3,Desha,41,Arkansas,5,Desha,41,ArkansasDesha,fips-05-041
3,Drew,43,Arkansas,5,Drew,43,ArkansasDrew,fips-05-043
3,Faulkner,45,Arkansas,5,Faulkner,45,ArkansasFaulkner,fips-05-045
3,Franklin,47,Arkansas,5,Franklin,47,ArkansasFranklin,fips-05-047
3,Fulton,49,Arkansas,5,Fulton,49,ArkansasFulton,fips-05-049
3,Garland,51,Arkansas,5,Garland,51,ArkansasGarland,fips-05-051
3,Grant,53,Arkansas,5,Grant,53,ArkansasGrant,fips-05-053
3,Greene,55,Arkansas,5,Greene,55,ArkansasGreene,fips-05-055
3,Hempstead,57,Arkansas,5,Hempstead,57,ArkansasHempstead,fips-05-057
3,Hot Spring,59,Arkansas,5,Hot Spring,59,ArkansasHot Spring,fips-05-059
3,Howard,61,Arkansas,5,Howard,61,ArkansasHoward,fips-05-061
3,Independence,63,Arkansas,5,Independence,63,ArkansasIndependence,fips-05-063
3,Izard,65,Arkansas,5,Izard,65,ArkansasIzard,fips-05-065
3,Jackson,67,Arkansas,5,Jackson,67,ArkansasJackson,fips-05-067
3,Jefferson,69,Arkansas,5,Jefferson,69,ArkansasJefferson,fips-05-069
3,Johnson,71,Arkansas,5,Johnson,71,ArkansasJohnson,fips-05-071
3,Lafayette,73,Arkansas,5,Lafayette,73,ArkansasLafayette,fips-05-073
3,Lawrence,75,Arkansas,5,Lawrence,75,ArkansasLawrence,fips-05-075
3,Lee,77,Arkansas,5,Lee,77,ArkansasLee,fips-05-077
3,Lincoln,79,Arkansas,5,Lincoln,79,ArkansasLincoln,fips-05-079
3,Little River,81,Arkansas,5,Little River,81,ArkansasLittle River,fips-05-081
3,Logan,83,Arkansas,5,Logan,83,ArkansasLogan,fips-05-083
3,Lonoke,85,Arkansas,5,Lonoke,85,ArkansasLonoke,fips-05-085
3,Madison,87,Arkansas,5,Madison,87,ArkansasMadison,fips-05-087
3,Marion,89,Arkansas,5,Marion,89,ArkansasMarion,fips-05-089
3,Miller,91,Arkansas,5,Miller,91,ArkansasMiller,fips-05-091
3,Mississippi,93,Arkansas,5,Mississippi,93,ArkansasMississippi,fips-05-093
3,Monroe,95,Arkansas,5,Monroe,95,ArkansasMonroe,fips-05-095
3,Montgomery,97,Arkansas,5,Montgomery,97,ArkansasMontgomery,fips-05-097
3,Nevada,99,Arkansas,5,Nevada,99,ArkansasNevada,fips-05-099
3,Newton,101,Arkansas,5,Newton,101,ArkansasNewton,fips-05-101
3,Ouachita,103,Arkansas,5,Ouachita,103,ArkansasOuachita,fips-05-103
3,Perry,105,Arkansas,5,Perry,105,ArkansasPerry,fips-05-105
3,Phillips,107,Arkansas,5,Phillips,107,ArkansasPhillips,fips-05-107
3,Pike,109,Arkansas,5,Pike,109,ArkansasPike,fips-05-109
3,Poinsett,111,Arkansas,5,Poinsett,111,ArkansasPoinsett,fips-05-111
3,Polk,113,Arkansas,5,Polk,113,ArkansasPolk,fips-05-113
3,Pope,115,Arkansas,5,Pope,115,ArkansasPope,fips-05-115
3,Prairie,117,Arkansas,5,Prairie,117,ArkansasPrairie,fips-05-117
3,Pulaski,119,Arkansas,5,Pulaski,119,ArkansasPulaski,fips-05-119
3,Randolph,121,Arkansas,5,Randolph,121,ArkansasRandolph,fips-05-121
3,St. Francois,123,Arkansas,5,St. Francois,123,ArkansasSt. Francois,fips-05-123
3,Saline,125,Arkansas,5,Saline,125,ArkansasSaline,fips-05-125
3,Scott,127,Arkansas,5,Scott,127,ArkansasScott,fips-05-127
3,Searcy,129,Arkansas,5,Searcy,129,ArkansasSearcy,fips-05-129
3,Sebastian,131,Arkansas,5,Sebastian,131,ArkansasSebastian,fips-05-131
3,Sevier,133,Arkansas,5,Sevier,133,ArkansasSevier,fips-05-133
3,Sharp,135,Arkansas,5,Sharp,135,ArkansasSharp,fips-05-135
3,Stone,137,Arkansas,5,Stone,137,ArkansasStone,fips-05-137
3,Union,139,Arkansas,5,Union,139,ArkansasUnion,fips-05-139
3,Van Buren,141,Arkansas,5,Van Buren,141,ArkansasVan Buren,fips-05-141
3,Washington,143,Arkansas,5,Washington,143,ArkansasWashington,fips-05-143
3,White,145,Arkansas,5,White,145,ArkansasWhite,fips-05-145
3,Woodruff,147,Arkansas,5,Woodruff,147,ArkansasWoodruff,fips-05-147
3,Yell,149,Arkansas,5,Yell,149,ArkansasYell,fips-05-149
2,California,6,California,6,,0,California,fips-06-00
3,Alameda,1,California,6,Alameda,1,CaliforniaAlameda,fips-06-001
3,Alpine,3,California,6,Alpine,3,CaliforniaAlpine,fips-06-003
3,Amador,5,California,6,Amador,5,CaliforniaAmador,fips-06-005
3,Butte,7,California,6,Butte,7,CaliforniaButte,fips-06-007
3,Calaveras,9,California,6,Calaveras,9,CaliforniaCalaveras,fips-06-009
3,Colusa,11,California,6,Colusa,11,CaliforniaColusa,fips-06-011
3,Contra Costa,13,California,6,Contra Costa,13,CaliforniaContra Costa,fips-06-013
3,Del Norte,15,California,6,Del Norte,15,CaliforniaDel Norte,fips-06-015
3,El Dorado,17,California,6,El Dorado,17,CaliforniaEl Dorado,fips-06-017
3,Fresno,19,California,6,Fresno,19,CaliforniaFresno,fips-06-019
3,Glenn,21,California,6,Glenn,21,CaliforniaGlenn,fips-06-021
3,Humboldt,23,California,6,Humboldt,23,CaliforniaHumboldt,fips-06-023
3,Imperial,25,California,6,Imperial,25,CaliforniaImperial,fips-06-025
3,Inyo,27,California,6,Inyo,27,CaliforniaInyo,fips-06-027
3,Kern,29,California,6,Kern,29,CaliforniaKern,fips-06-029
3,Kings,31,California,6,Kings,31,CaliforniaKings,fips-06-031
3,Lake,33,California,6,Lake,33,CaliforniaLake,fips-06-033
3,Lassen,35,California,6,Lassen,35,CaliforniaLassen,fips-06-035
3,Los Angeles,37,California,6,Los Angeles,37,CaliforniaLos Angeles,fips-06-037
3,Madera,39,California,6,Madera,39,CaliforniaMadera,fips-06-039
3,Marin,41,California,6,Marin,41,CaliforniaMarin,fips-06-041
3,Mariposa,43,California,6,Mariposa,43,CaliforniaMariposa,fips-06-043
3,Mendocino,45,California,6,Mendocino,45,CaliforniaMendocino,fips-06-045
3,Merced,47,California,6,Merced,47,CaliforniaMerced,fips-06-047
3,Modoc,49,California,6,Modoc,49,CaliforniaModoc,fips-06-049
3,Mono,51,California,6,Mono,51,CaliforniaMono,fips-06-051
3,Monterey,53,California,6,Monterey,53,CaliforniaMonterey,fips-06-053
3,Napa,55,California,6,Napa,55,CaliforniaNapa,fips-06-055
3,Nevada,57,California,6,Nevada,57,CaliforniaNevada,fips-06-057
3,Orange,59,California,6,Orange,59,CaliforniaOrange,fips-06-059
3,Placer,61,California,6,Placer,61,CaliforniaPlacer,fips-06-061
3,Plumas,63,California,6,Plumas,63,CaliforniaPlumas,fips-06-063
3,Riverside,65,California,6,Riverside,65,CaliforniaRiverside,fips-06-065
3,Sacramento,67,California,6,Sacramento,67,CaliforniaSacramento,fips-06-067
3,San Benito,69,California,6,San Benito,69,CaliforniaSan Benito,fips-06-069
3,San Bernardino,71,California,6,San Bernardino,71,CaliforniaSan Bernardino,fips-06-071
3,San Diego,73,California,6,San Diego,73,CaliforniaSan Diego,fips-06-073
3,San Francisco,75,California,6,San Francisco,75,CaliforniaSan Francisco,fips-06-075
3,San Joaquin,77,California,6,San Joaquin,77,CaliforniaSan Joaquin,fips-06-077
3,San Luis Obispo,79,California,6,San Luis Obispo,79,CaliforniaSan Luis Obispo,fips-06-079
3,San Mateo,81,California,6,San Mateo,81,CaliforniaSan Mateo,fips-06-081
3,Santa Barbara,83,California,6,Santa Barbara,83,CaliforniaSanta Barbara,fips-06-083
3,Santa Clara,85,California,6,Santa Clara,85,CaliforniaSanta Clara,fips-06-085
3,Santa Cruz,87,California,6,Santa Cruz,87,CaliforniaSanta Cruz,fips-06-087
3,Shasta,89,California,6,Shasta,89,CaliforniaShasta,fips-06-089
3,Sierra,91,California,6,Sierra,91,CaliforniaSierra,fips-06-091
3,Siskiyou,93,California,6,Siskiyou,93,CaliforniaSiskiyou,fips-06-093
3,Solano,95,California,6,Solano,95,CaliforniaSolano,fips-06-095
3,Sonoma,97,California,6,Sonoma,97,CaliforniaSonoma,fips-06-097
3,Stanislaus,99,California,6,Stanislaus,99,CaliforniaStanislaus,fips-06-099
3,Sutter,101,California,6,Sutter,101,CaliforniaSutter,fips-06-101
3,Tehama,103,California,6,Tehama,103,CaliforniaTehama,fips-06-103
3,Trinity,105,California,6,Trinity,105,CaliforniaTrinity,fips-06-105
3,Tulare,107,California,6,Tulare,107,CaliforniaTulare,fips-06-107
3,Tuolumne,109,California,6,Tuolumne,109,CaliforniaTuolumne,fips-06-109
3,Ventura,111,California,6,Ventura,111,CaliforniaVentura,fips-06-111
3,Yolo,113,California,6,Yolo,113,CaliforniaYolo,fips-06-113
3,Yuba,115,California,6,Yuba,115,CaliforniaYuba,fips-06-115
2,Colorado,8,Colorado,8,,0,Colorado,fips-08-00
3,Adams,1,Colorado,8,Adams,1,ColoradoAdams,fips-08-001
3,Alamosa,3,Colorado,8,Alamosa,3,ColoradoAlamosa,fips-08-003
3,Arapahoe,5,Colorado,8,Arapahoe,5,ColoradoArapahoe,fips-08-005
3,Archuleta,7,Colorado,8,Archuleta,7,ColoradoArchuleta,fips-08-007
3,Baca,9,Colorado,8,Baca,9,ColoradoBaca,fips-08-009
3,Bent,11,Colorado,8,Bent,11,ColoradoBent,fips-08-011
3,Boulder,13,Colorado,8,Boulder,13,ColoradoBoulder,fips-08-013
3,Broomfield,14,Colorado,8,Broomfield,14,ColoradoBroomfield,fips-08-014
3,Chaffee,15,Colorado,8,Chaffee,15,ColoradoChaffee,fips-08-015
3,Cheyenne,17,Colorado,8,Cheyenne,17,ColoradoCheyenne,fips-08-017
3,Clear Creek,19,Colorado,8,Clear Creek,19,ColoradoClear Creek,fips-08-019
3,Conejos,21,Colorado,8,Conejos,21,ColoradoConejos,fips-08-021
3,Costilla,23,Colorado,8,Costilla,23,ColoradoCostilla,fips-08-023
3,Crowley,25,Colorado,8,Crowley,25,ColoradoCrowley,fips-08-025
3,Custer,27,Colorado,8,Custer,27,ColoradoCuster,fips-08-027
3,Delta,29,Colorado,8,Delta,29,ColoradoDelta,fips-08-029
3,Denver,31,Colorado,8,Denver,31,ColoradoDenver,fips-08-031
3,Dolores,33,Colorado,8,Dolores,33,ColoradoDolores,fips-08-033
3,Douglas,35,Colorado,8,Douglas,35,ColoradoDouglas,fips-08-035
3,Eagle,37,Colorado,8,Eagle,37,ColoradoEagle,fips-08-037
3,Elbert,39,Colorado,8,Elbert,39,ColoradoElbert,fips-08-039
3,El Paso,41,Colorado,8,El Paso,41,ColoradoEl Paso,fips-08-041
3,Fremont,43,Colorado,8,Fremont,43,ColoradoFremont,fips-08-043
3,Garfield,45,Colorado,8,Garfield,45,ColoradoGarfield,fips-08-045
3,Gilpin,47,Colorado,8,Gilpin,47,ColoradoGilpin,fips-08-047
3,Grand,49,Colorado,8,Grand,49,ColoradoGrand,fips-08-049
3,Gunnison,51,Colorado,8,Gunnison,51,ColoradoGunnison,fips-08-051
3,Hinsdale,53,Colorado,8,Hinsdale,53,ColoradoHinsdale,fips-08-053
3,Huerfano,55,Colorado,8,Huerfano,55,ColoradoHuerfano,fips-08-055
3,Jackson,57,Colorado,8,Jackson,57,ColoradoJackson,fips-08-057
3,Jefferson,59,Colorado,8,Jefferson,59,ColoradoJefferson,fips-08-059
3,Kiowa,61,Colorado,8,Kiowa,61,ColoradoKiowa,fips-08-061
3,Kit Carson,63,Colorado,8,Kit Carson,63,ColoradoKit Carson,fips-08-063
3,Lake,65,Colorado,8,Lake,65,ColoradoLake,fips-08-065
3,La Plata,67,Colorado,8,La Plata,67,ColoradoLa Plata,fips-08-067
3,Larimer,69,Colorado,8,Larimer,69,ColoradoLarimer,fips-08-069
3,Las Animas,71,Colorado,8,Las Animas,71,ColoradoLas Animas,fips-08-071
3,Lincoln,73,Colorado,8,Lincoln,73,ColoradoLincoln,fips-08-073
3,Logan,75,Colorado,8,Logan,75,ColoradoLogan,fips-08-075
3,Mesa,77,Colorado,8,Mesa,77,ColoradoMesa,fips-08-077
3,Mineral,79,Colorado,8,Mineral,79,ColoradoMineral,fips-08-079
3,Moffat,81,Colorado,8,Moffat,81,ColoradoMoffat,fips-08-081
3,Montezuma,83,Colorado,8,Montezuma,83,ColoradoMontezuma,fips-08-083
3,Montrose,85,Colorado,8,Montrose,85,ColoradoMontrose,fips-08-085
3,Morgan,87,Colorado,8,Morgan,87,ColoradoMorgan,fips-08-087
3,Otero,89,Colorado,8,Otero,89,ColoradoOtero,fips-08-089
3,Ouray,91,Colorado,8,Ouray,91,ColoradoOuray,fips-08-091
3,Park,93,Colorado,8,Park,93,ColoradoPark,fips-08-093
3,Phillips,95,Colorado,8,Phillips,95,ColoradoPhillips,fips-08-095
3,Pitkin,97,Colorado,8,Pitkin,97,ColoradoPitkin,fips-08-097
3,Prowers,99,Colorado,8,Prowers,99,ColoradoProwers,fips-08-099
3,Pueblo,101,Colorado,8,Pueblo,101,ColoradoPueblo,fips-08-101
3,Rio Blanco,103,Colorado,8,Rio Blanco,103,ColoradoRio Blanco,fips-08-103
3,Rio Grande,105,Colorado,8,Rio Grande,105,ColoradoRio Grande,fips-08-105
3,Routt,107,Colorado,8,Routt,107,ColoradoRoutt,fips-08-107
3,Saguache,109,Colorado,8,Saguache,109,ColoradoSaguache,fips-08-109
3,San Juan,111,Colorado,8,San Juan,111,ColoradoSan Juan,fips-08-111
3,San Miguel,113,Colorado,8,San Miguel,113,ColoradoSan Miguel,fips-08-113
3,Sedgwick,115,Colorado,8,Sedgwick,115,ColoradoSedgwick,fips-08-115
3,Summit,117,Colorado,8,Summit,117,ColoradoSummit,fips-08-117
3,Teller,119,Colorado,8,Teller,119,ColoradoTeller,fips-08-119
3,Washington,121,Colorado,8,Washington,121,ColoradoWashington,fips-08-121
3,Weld,123,Colorado,8,Weld,123,ColoradoWeld,fips-08-123
3,Yuma,125,Colorado,8,Yuma,125,ColoradoYuma,fips-08-125
2,Connecticut,9,Connecticut,9,,0,Connecticut,fips-09-00
3,Fairfield,1,Connecticut,9,Fairfield,1,ConnecticutFairfield,fips-09-001
3,Hartford,3,Connecticut,9,Hartford,3,ConnecticutHartford,fips-09-003
3,Litchfield,5,Connecticut,9,Litchfield,5,ConnecticutLitchfield,fips-09-005
3,Middlesex,7,Connecticut,9,Middlesex,7,ConnecticutMiddlesex,fips-09-007
3,New Haven,9,Connecticut,9,New Haven,9,ConnecticutNew Haven,fips-09-009
3,New London,11,Connecticut,9,New London,11,ConnecticutNew London,fips-09-011
3,Tolland,13,Connecticut,9,Tolland,13,ConnecticutTolland,fips-09-013
3,Windham,15,Connecticut,9,Windham,15,ConnecticutWindham,fips-09-015
3,Capitol,17,Connecticut,9,Capitol,17,ConnecticutCapitol,fips-09-017
3,Greater Bridgeport,19,Connecticut,9,Greater Bridgeport,19,ConnecticutGreater Bridgeport,fips-09-019
3,Lower Connecticut River Valley,21,Connecticut,9,Lower Connecticut River Valley,21,ConnecticutLower Connecticut River Valley,fips-09-021
3,Naugatuck Valley,23,Connecticut,9,Naugatuck Valley,23,ConnecticutNaugatuck Valley,fips-09-023
3,Northeastern Connecticut,25,Connecticut,9,Northeastern Connecticut,25,ConnecticutNortheastern Connecticut,fips-09-025
3,Northwest Hills,27,Connecticut,9,Northwest Hills,27,ConnecticutNorthwest Hills,fips-09-027
3,South Central Connecticut,29,Connecticut,9,South Central Connecticut,29,ConnecticutSouth Central Connecticut,fips-09-029
3,Southeastern Connecticut,31,Connecticut,9,Southeastern Connecticut,31,ConnecticutSoutheastern Connecticut,fips-09-031
3,Western Connecticut,33,Connecticut,9,Western Connecticut,33,ConnecticutWestern Connecticut,fips-09-033
2,Delaware,10,Delaware,10,,0,Delaware,fips-10-00
3,Kent,1,Delaware,10,Kent,1,DelawareKent,fips-10-001
3,New Castle,3,Delaware,10,New Castle,3,DelawareNew Castle,fips-10-003
3,Sussex,5,Delaware,10,Sussex,5,DelawareSussex,fips-10-005
